BTAG,BRAND,TRANSACTION_DATE,PLAYER_ID,CHARGEBACK,DEPOSITS,DEPOSITS_COUNT,CASINO_BETS,CASINO_REVENUE,CASINO_BONUSES,CASINO_STAKE,CASINO_NGR,SPORTS_BONUSES,SPORTS_REVENUE,SPORTS_BETS,SPORTS_STAKE,SPORTS_NGR
afiliado,CasinoPortugal.pt,12/01/2017,48,0,0,0,0,0,0,0,0,0,1722,107,5519.15,1280.468
